Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
11;16.0;22.0;0.8;8;Successful;Effective;collision;19.33;vtypeauto.1;vtypeauto.0;559.93;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
12;16.0;22.0;0.8;10;Successful;Effective;collision;19.73;vtypeauto.1;vtypeauto.0;570.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
13;16.0;22.0;0.9;5;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;541.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
14;16.0;22.0;0.9;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;558.04;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
15;16.0;22.0;0.9;10;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;568.39;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
16;16.0;22.0;1.0;5;Successful;Effective;collision;18.68;vtypeauto.1;vtypeauto.0;540.86;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
17;16.0;22.0;1.0;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;556.78;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
18;16.0;22.0;1.0;10;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;566.73;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
19;16.0;22.0;1.1;5;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;540.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
20;16.0;22.0;1.1;8;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
21;16.0;22.0;1.1;10;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;565.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
22;16.1;22.1;0.5;5;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
23;16.1;22.1;0.5;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;569.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
24;16.1;22.1;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
25;16.1;22.1;0.6;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;546.85;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
26;16.1;22.1;0.6;8;Successful;Effective;collision;19.87;vtypeauto.1;vtypeauto.0;565.76;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
27;16.1;22.1;0.6;10;Successful;Effective;collision;20.58;vtypeauto.1;vtypeauto.0;575.89;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
28;16.1;22.1;0.7;5;Successful;Effective;collision;18.89;vtypeauto.1;vtypeauto.0;544.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
29;16.1;22.1;0.7;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;562.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
30;16.1;22.1;0.7;10;Successful;Effective;collision;20.04;vtypeauto.1;vtypeauto.0;573.13;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
31;16.1;22.1;0.8;5;Successful;Effective;collision;18.79;vtypeauto.1;vtypeauto.0;542.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
32;16.1;22.1;0.8;8;Successful;Effective;collision;19.33;vtypeauto.1;vtypeauto.0;559.93;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
33;16.1;22.1;0.8;10;Successful;Effective;collision;19.73;vtypeauto.1;vtypeauto.0;570.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
34;16.1;22.1;0.9;5;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;541.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
35;16.1;22.1;0.9;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;558.04;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
36;16.1;22.1;0.9;10;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;568.39;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
37;16.1;22.1;1.0;5;Successful;Effective;collision;18.68;vtypeauto.1;vtypeauto.0;540.86;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
38;16.1;22.1;1.0;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;556.78;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
39;16.1;22.1;1.0;10;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;566.73;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
40;16.1;22.1;1.1;5;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;540.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
41;16.1;22.1;1.1;8;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
42;16.1;22.1;1.1;10;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;565.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
43;16.2;22.2;0.5;5;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
44;16.2;22.2;0.5;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;569.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
45;16.2;22.2;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
46;16.2;22.2;0.6;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;546.85;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
47;16.2;22.2;0.6;8;Successful;Effective;collision;19.87;vtypeauto.1;vtypeauto.0;565.76;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
48;16.2;22.2;0.6;10;Successful;Effective;collision;20.58;vtypeauto.1;vtypeauto.0;575.89;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
49;16.2;22.2;0.7;5;Successful;Effective;collision;18.89;vtypeauto.1;vtypeauto.0;544.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
50;16.2;22.2;0.7;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;562.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
51;16.2;22.2;0.7;10;Successful;Effective;collision;20.04;vtypeauto.1;vtypeauto.0;573.13;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
52;16.2;22.2;0.8;5;Successful;Effective;collision;18.79;vtypeauto.1;vtypeauto.0;542.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
53;16.2;22.2;0.8;8;Successful;Effective;collision;19.33;vtypeauto.1;vtypeauto.0;559.93;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
54;16.2;22.2;0.8;10;Successful;Effective;collision;19.73;vtypeauto.1;vtypeauto.0;570.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
55;16.2;22.2;0.9;5;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;541.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
56;16.2;22.2;0.9;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;558.04;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
57;16.2;22.2;0.9;10;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;568.39;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
58;16.2;22.2;1.0;5;Successful;Effective;collision;18.68;vtypeauto.1;vtypeauto.0;540.86;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
59;16.2;22.2;1.0;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;556.78;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
60;16.2;22.2;1.0;10;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;566.73;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
61;16.2;22.2;1.1;5;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;540.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
62;16.2;22.2;1.1;8;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
63;16.2;22.2;1.1;10;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;565.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
64;16.3;22.3;0.5;5;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
65;16.3;22.3;0.5;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;569.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
66;16.3;22.3;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
67;16.3;22.3;0.6;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;546.85;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
68;16.3;22.3;0.6;8;Successful;Effective;collision;19.87;vtypeauto.1;vtypeauto.0;565.76;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
69;16.3;22.3;0.6;10;Successful;Effective;collision;20.58;vtypeauto.1;vtypeauto.0;575.89;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
70;16.3;22.3;0.7;5;Successful;Effective;collision;18.89;vtypeauto.1;vtypeauto.0;544.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
71;16.3;22.3;0.7;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;562.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
72;16.3;22.3;0.7;10;Successful;Effective;collision;20.04;vtypeauto.1;vtypeauto.0;573.13;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
73;16.3;22.3;0.8;5;Successful;Effective;collision;18.79;vtypeauto.1;vtypeauto.0;542.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
74;16.3;22.3;0.8;8;Successful;Effective;collision;19.33;vtypeauto.1;vtypeauto.0;559.93;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
75;16.3;22.3;0.8;10;Successful;Effective;collision;19.73;vtypeauto.1;vtypeauto.0;570.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
76;16.3;22.3;0.9;5;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;541.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
77;16.3;22.3;0.9;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;558.04;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
78;16.3;22.3;0.9;10;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;568.39;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
79;16.3;22.3;1.0;5;Successful;Effective;collision;18.68;vtypeauto.1;vtypeauto.0;540.86;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
80;16.3;22.3;1.0;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;556.78;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
81;16.3;22.3;1.0;10;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;566.73;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
82;16.3;22.3;1.1;5;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;540.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
83;16.3;22.3;1.1;8;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
84;16.3;22.3;1.1;10;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;565.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
85;16.4;22.4;0.5;5;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
86;16.4;22.4;0.5;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;569.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
87;16.4;22.4;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
88;16.4;22.4;0.6;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;546.85;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
89;16.4;22.4;0.6;8;Successful;Effective;collision;19.87;vtypeauto.1;vtypeauto.0;565.76;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
90;16.4;22.4;0.6;10;Successful;Effective;collision;20.58;vtypeauto.1;vtypeauto.0;575.89;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
91;16.4;22.4;0.7;5;Successful;Effective;collision;18.89;vtypeauto.1;vtypeauto.0;544.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
92;16.4;22.4;0.7;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;562.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
93;16.4;22.4;0.7;10;Successful;Effective;collision;20.04;vtypeauto.1;vtypeauto.0;573.13;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
94;16.4;22.4;0.8;5;Successful;Effective;collision;18.79;vtypeauto.1;vtypeauto.0;542.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
95;16.4;22.4;0.8;8;Successful;Effective;collision;19.33;vtypeauto.1;vtypeauto.0;559.93;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
96;16.4;22.4;0.8;10;Successful;Effective;collision;19.73;vtypeauto.1;vtypeauto.0;570.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
97;16.4;22.4;0.9;5;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;541.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
98;16.4;22.4;0.9;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;558.04;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
99;16.4;22.4;0.9;10;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;568.39;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
100;16.4;22.4;1.0;5;Successful;Effective;collision;18.68;vtypeauto.1;vtypeauto.0;540.86;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
101;16.4;22.4;1.0;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;556.78;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
102;16.4;22.4;1.0;10;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;566.73;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
103;16.4;22.4;1.1;5;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;540.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
104;16.4;22.4;1.1;8;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
105;16.4;22.4;1.1;10;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;565.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
106;16.5;22.5;0.5;5;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
107;16.5;22.5;0.5;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;569.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
108;16.5;22.5;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
109;16.5;22.5;0.6;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;546.85;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
110;16.5;22.5;0.6;8;Successful;Effective;collision;19.87;vtypeauto.1;vtypeauto.0;565.76;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
111;16.5;22.5;0.6;10;Successful;Effective;collision;20.58;vtypeauto.1;vtypeauto.0;575.89;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
112;16.5;22.5;0.7;5;Successful;Effective;collision;18.89;vtypeauto.1;vtypeauto.0;544.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
113;16.5;22.5;0.7;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;562.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
114;16.5;22.5;0.7;10;Successful;Effective;collision;20.04;vtypeauto.1;vtypeauto.0;573.13;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
115;16.5;22.5;0.8;5;Successful;Effective;collision;18.79;vtypeauto.1;vtypeauto.0;542.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
116;16.5;22.5;0.8;8;Successful;Effective;collision;19.33;vtypeauto.1;vtypeauto.0;559.93;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
117;16.5;22.5;0.8;10;Successful;Effective;collision;19.73;vtypeauto.1;vtypeauto.0;570.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
118;16.5;22.5;0.9;5;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;541.80;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
119;16.5;22.5;0.9;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;558.04;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
120;16.5;22.5;0.9;10;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;568.39;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
121;16.5;22.5;1.0;5;Successful;Effective;collision;18.68;vtypeauto.1;vtypeauto.0;540.86;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
122;16.5;22.5;1.0;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;556.78;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
123;16.5;22.5;1.0;10;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;566.73;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
124;16.5;22.5;1.1;5;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;540.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
125;16.5;22.5;1.1;8;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
126;16.5;22.5;1.1;10;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;565.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
127;16.6;22.6;0.5;5;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
128;16.6;22.6;0.5;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;569.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
129;16.6;22.6;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;;;;;;;;
